owner,artist,plays,minutes,first_played,last_played,rank_in_owner,shared_by_both
Or,Madness,1,3.4,2025-02-02,2025-02-02,1164,False
Or,"Magdalena Kožená, Venice Baroque Orchestra & Andrea Marcon",1,3.1,2022-05-25,2022-05-25,1165,False
Or,Mansionair,1,1.5,2018-11-04,2018-11-04,1166,False
Or,Marie-Catherine Girod,1,2.7,2022-04-01,2022-04-01,1167,False
Or,Mark Ronson & The Business Intl.,1,0.6,2018-11-02,2018-11-02,1168,False
Or,Maroon 5 & Megan Thee Stallion,1,1.3,2021-06-03,2021-06-03,1169,False
Or,Marshmello,1,2.2,2023-04-05,2023-04-05,1170,True
Or,"Martha Argerich, Berliner Philharmoniker & Claudio Abbado",1,0.8,2019-03-15,2019-03-15,1171,False
Or,"Martha Argerich, Württemberg Chamber Orchestra Heilbronn & Jörg Faerber",1,4.0,2022-05-28,2022-05-28,1172,False
Or,Marty Robbins,1,4.3,2024-06-16,2024-06-16,1173,False
Or,"Martyn Hill, Choir of Christ Church Cathedral, Oxford, Simon Preston & Academy of Ancient Music",1,11.1,2022-07-28,2022-07-28,1174,False
Or,Matthew Mole,1,4.0,2018-11-25,2018-11-25,1175,False
Or,"Maurice André, English Chamber Orchestra, Sir Charles Mackerras & Mauritz Sillem",1,0.0,2022-05-25,2022-05-25,1176,False
Or,"Maurice André, Münchener Kammerorchester & Hans Stadlmair",1,4.6,2022-05-28,2022-05-28,1177,False
Or,Megan Thee Stallion,1,0.7,2021-07-16,2021-07-16,1178,True
Or,Meghan Trainor & LunchMoney Lewis,1,2.8,2021-05-10,2021-05-10,1179,False
Or,Metallica,1,0.1,2025-11-28,2025-11-28,1180,True
Or,Metro the Savage & נועה קירל,1,0.6,2023-09-23,2023-09-23,1181,False
Or,Miguel,1,0.2,2026-04-28,2026-04-28,1182,True
Or,Milky Chance,1,0.3,2020-08-16,2020-08-16,1183,True
Or,Millie Small,1,2.0,2024-05-25,2024-05-25,1184,False
Or,Minnie Riperton,1,0.6,2026-01-09,2026-01-09,1185,False
Or,"Miriam Allan, London Early Opera & Bridget Cunningham",1,0.1,2022-05-25,2022-05-25,1186,False
Or,Murray Perahia & English Chamber Orchestra,1,8.8,2023-03-20,2023-03-20,1187,False
Or,Musici di San Marco & Alberto Lizzio,1,6.8,2022-07-28,2022-07-28,1188,False
Or,Nardo Wick,1,1.1,2022-01-02,2022-01-02,1189,False
Or,Naughty Boy,1,0.4,2018-11-11,2018-11-11,1190,False
Or,Nelly,1,0.1,2026-04-30,2026-04-30,1191,True
Or,Nelly Furtado,1,0.1,2026-04-30,2026-04-30,1192,True
Or,Nemo,1,3.0,2025-03-25,2025-03-25,1193,False
Or,Niall Horan,1,0.0,2025-07-17,2025-07-17,1194,True
Or,Nick Drake,1,1.9,2024-10-30,2024-10-30,1195,False
Or,Nick Jonas,1,1.0,2026-04-29,2026-04-29,1196,True
Or,Nicki Minaj & Labrinth,1,0.1,2018-11-11,2018-11-11,1197,False
Or,"Nicki Minaj, Drake & Lil Wayne",1,0.9,2021-06-04,2021-06-04,1198,False
Or,Noah Cyrus,1,0.0,2018-11-11,2018-11-11,1199,True
Or,Noga Erez & ROUSSO,1,1.2,2021-06-02,2021-06-02,1200,False
Or,Nunu,1,0.5,2022-04-25,2022-04-25,1201,False
Or,Offset,1,0.3,2019-06-11,2019-06-11,1202,False
Or,Olivia Belli,1,3.0,2022-04-01,2022-04-01,1203,True
Or,Omer Adam,1,0.5,2026-05-19,2026-05-19,1204,True
Or,Ori Shochat,1,0.0,2024-05-07,2024-05-07,1205,False
Or,Orleans,1,0.7,2026-01-09,2026-01-09,1206,False
Or,Our Part,1,0.1,2019-09-27,2019-09-27,1207,False
Or,Ozuna,1,0.5,2019-08-18,2019-08-18,1208,False
Or,"Ozuna, Doja Cat & Sia",1,3.6,2024-12-03,2024-12-03,1209,False
Or,PARTYNEXTDOOR & Drake,1,0.9,2025-04-11,2025-04-11,1210,False
Or,"PARTYNEXTDOOR, Drake & Yebba",1,0.8,2025-04-11,2025-04-11,1211,False
Or,Paramore,1,0.6,2025-06-29,2025-06-29,1212,True
Or,Paul Galbraith,1,4.5,2022-07-28,2022-07-28,1213,False
Or,Paul McCartney & Michael Jackson,1,0.0,2022-05-26,2022-05-26,1214,False
Or,Paul McCartney & Wings,1,0.9,2026-01-09,2026-01-09,1215,False
Or,Peer Tasi,1,0.1,2023-07-17,2023-07-17,1216,True
Or,Peter Schreier & András Schiff,1,5.8,2022-07-11,2022-07-11,1217,False
Or,Philippe Grisvard & Johannes Pramsohler,1,4.7,2022-05-25,2022-05-25,1218,False
Or,Playboi Carti & The Weeknd,1,1.7,2025-04-11,2025-04-11,1219,False
Or,Polo G & Lil Wayne,1,3.0,2021-06-04,2021-06-04,1220,False
Or,Pooh Shiesty,1,0.2,2021-06-04,2021-06-04,1221,False
Or,Post Malone & The Weeknd,1,3.2,2022-01-02,2022-01-02,1222,False
Or,Prince,1,1.1,2026-01-09,2026-01-09,1223,False
Or,R3HAB & Quintino,1,0.9,2020-07-04,2020-07-04,1224,False
Or,RAYE & 070 Shake,1,4.5,2023-04-20,2023-04-20,1225,False
Or,ROSÉ & Bruno Mars,1,1.0,2025-03-13,2025-03-13,1226,False
Or,Rainsford,1,0.8,2018-11-18,2018-11-18,1227,False
Or,Raviv Kaner & Yuval Salomon,1,2.4,2021-11-20,2021-11-20,1228,False
Or,Ray Peterson,1,2.9,2024-09-17,2024-09-17,1229,False
Or,Red Hot Chili Peppers,1,4.5,2024-02-01,2024-02-01,1230,True
Or,Redbone,1,0.9,2026-01-09,2026-01-09,1231,False
Or,Reinhard Goebel & Mozarteumorchester Salzburg,1,3.9,2022-05-23,2022-05-23,1232,False
Or,Reneé Rapp,1,0.8,2025-05-14,2025-05-14,1233,False
Or,Richard Edlinger & Capella Istropolitana,1,2.8,2022-07-25,2022-07-25,1234,False
Or,Richard Stoltzman & English Chamber Orchestra,1,11.9,2023-03-20,2023-03-20,1235,False
Or,Roberta Flack,1,0.1,2026-01-09,2026-01-09,1236,False
Or,Rockwell,1,0.5,2025-02-02,2025-02-02,1237,False
Or,Rod Stewart,1,1.2,2026-01-09,2026-01-09,1238,False
Or,Rotem Bar Or & דניאלה ספקטור,1,5.0,2020-11-07,2020-11-07,1239,False
Or,Royal Philharmonic Orchestra & Barry Wordsworth,1,5.9,2022-08-07,2022-08-07,1240,False
Or,Rudimental & Major Lazer,1,0.7,2018-09-16,2018-09-16,1241,False
Or,"Rudolf Barshai, Soloists Ensemble of the Moscow Philharmony Orchestra & Dimitri Sitkovetsky",1,7.5,2022-07-28,2022-07-28,1242,False
Or,Rufus,1,0.9,2026-01-09,2026-01-09,1243,False
Or,SAOTOMAMORE,1,1.2,2023-05-04,2023-05-04,1244,False
Or,SERYO,1,1.2,2021-09-17,2021-09-17,1245,False
Or,SZA & The Weeknd & Travis Scott,1,0.3,2019-04-20,2019-04-20,1246,False
Or,Sammy Porter,1,0.3,2020-07-04,2020-07-04,1247,False
Or,Sapir Saban,1,2.9,2025-03-25,2025-03-25,1248,False
Or,Sebastian Bohren & CHAARTS Chamber Artists,1,1.8,2022-05-25,2022-05-25,1249,False
Or,Selena Gomez & The Scene,1,0.2,2023-01-26,2023-01-26,1250,False
Or,Shirley Bassey,1,1.0,2025-08-27,2025-08-27,1251,False
Or,Shoshana Damari & Idan Raichel,1,0.4,2022-04-25,2022-04-25,1252,False
Or,ShrekDiMC,1,0.1,2024-05-07,2024-05-07,1253,False
Or,"Silk City, Dua Lipa",1,0.7,2018-11-04,2018-11-04,1254,False
Or,Simone Dinnerstein,1,0.1,2022-05-23,2022-05-23,1255,False
Or,Sisqó,1,0.0,2022-09-22,2022-09-22,1256,False
Or,Sister Sledge,1,0.2,2026-01-09,2026-01-09,1257,False
Or,"Sol Gabetta, Sergio Ciomei, Kammerorchester Basel & Andrés Gabetta",1,6.3,2022-07-28,2022-07-28,1258,False
Or,Sophie Dervaux & Mozarteumorchester Salzburg,1,5.5,2022-05-23,2022-05-23,1259,False
Or,St Petersburg Chamber Orchestra & Alexander Titov,1,10.8,2022-07-28,2022-07-28,1260,False
Or,Static & עדן בן זקן,1,2.3,2023-04-13,2023-04-13,1261,False
Or,Steeleye Span,1,2.7,2023-02-04,2023-02-04,1262,False
Or,Steve Miller Band,1,0.2,2026-01-09,2026-01-09,1263,False
Or,"Steven Isserlis, Chamber Orchestra of Europe & Sir Roger Norrington",1,7.4,2022-07-28,2022-07-28,1264,False
Or,Summer Walker & SZA,1,3.8,2022-01-02,2022-01-02,1265,False
Or,Switch,1,1.1,2021-08-14,2021-08-14,1266,False
Or,T. Rex,1,0.7,2026-01-09,2026-01-09,1267,False
Or,Tamir,1,2.9,2023-04-18,2023-04-18,1268,False
Or,"Taylor Swift, Joy Williams & John Paul White",1,1.7,2024-07-07,2024-07-07,1269,False
Or,Teddy Swims,1,3.5,2025-06-18,2025-06-18,1270,True
Or,Tegan and Sara,1,0.3,2020-07-26,2020-07-26,1271,False
Or,"Teodor Currentzis, Simone Kermes & MusicAeterna",1,4.7,2023-03-20,2023-03-20,1272,False
Or,"The ""5"" Royales",1,2.5,2023-08-19,2023-08-19,1273,False
Or,The Animals,1,0.6,2026-01-09,2026-01-09,1274,False
Or,The Avener,1,4.1,2021-05-26,2021-05-26,1275,False
Or,The Bobby Fuller Four,1,2.3,2024-05-25,2024-05-25,1276,False
Or,The Cast of Frozen,1,0.2,2021-10-18,2021-10-18,1277,False
Or,"The Cast of High School Musical, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Zac Efron, Olesya Rulin, Matt Prokop & Jemma McKenzie-Brown",1,0.0,2018-10-13,2018-10-13,1278,False
Or,The Del-Vikings,1,1.8,2023-08-19,2023-08-19,1279,False
Or,The Drifters,1,1.3,2024-10-30,2024-10-30,1280,False
Or,The Emotions,1,0.3,2025-07-17,2025-07-17,1281,False
Or,The English Concert & Harry Bicket,1,0.2,2022-05-25,2022-05-25,1282,False
Or,The Free Label,1,0.6,2024-10-10,2024-10-10,1283,False
Or,The Hollywood Argyles,1,2.6,2024-09-17,2024-09-17,1284,False
Or,The Isley Brothers,1,0.0,2025-03-28,2025-03-28,1285,False
Or,The Jacksons,1,3.6,2020-10-30,2020-10-30,1286,False
Or,The Kid LAROI,1,0.4,2021-02-18,2021-02-18,1287,True
Or,The Knife,1,1.1,2018-11-18,2018-11-18,1288,False
Or,The Miracles,1,2.4,2024-10-30,2024-10-30,1289,False
Or,The O'Jays,1,0.5,2026-01-09,2026-01-09,1290,False
Or,The Platters,1,3.1,2024-09-17,2024-09-17,1291,False
Or,The Rascals,1,3.0,2024-05-25,2024-05-25,1292,False
Or,The Royal Philharmonic Orchestra & René Leibowitz,1,10.4,2022-08-07,2022-08-07,1293,False
Or,The Searchers,1,2.2,2024-05-25,2024-05-25,1294,False
Or,The Spinners,1,0.7,2026-01-09,2026-01-09,1295,False
Or,The Staple Singers,1,0.7,2026-01-09,2026-01-09,1296,False
Or,The Sylvers,1,0.6,2026-01-09,2026-01-09,1297,False
Or,The Ventures,1,2.0,2024-09-17,2024-09-17,1298,False
Or,Tom Misch,1,0.6,2019-08-04,2019-08-04,1299,False
Or,"Tones And I, BIA & Diarra Sylla",1,1.3,2024-03-04,2024-03-04,1300,False
Or,Topic & A7S,1,0.5,2020-08-08,2020-08-08,1301,False
Or,Tori Amos,1,3.8,2020-06-15,2020-06-15,1302,False
Or,Tyla,1,3.3,2026-03-26,2026-03-26,1303,True
Or,USHER,1,0.8,2026-04-28,2026-04-28,1304,True
Or,Van McCoy,1,0.3,2026-01-09,2026-01-09,1305,False
Or,Vance Joy,1,0.1,2023-09-18,2023-09-18,1306,False
Or,Vanessa Hudgens,1,0.1,2018-10-13,2018-10-13,1307,False
Or,Vanessa Wagner,1,5.1,2022-04-01,2022-04-01,1308,False
Or,Vic Ohana Jan,1,0.3,2024-02-20,2024-02-20,1309,False
Or,Village People,1,0.7,2026-01-09,2026-01-09,1310,False
Or,"WDR Symphony Orchestra, Günter Wand & Hansjörg Schellenberger",1,11.7,2022-07-28,2022-07-28,1311,False
Or,War,1,0.7,2026-01-09,2026-01-09,1312,False
Or,Wiener Philharmoniker & Leonard Bernstein,1,8.0,2022-05-28,2022-05-28,1313,False
Or,"Wiener Symphoniker, Karl Böhm, Wiener Singverein & Helmuth Froschauer",1,4.0,2022-06-06,2022-06-06,1314,False
Or,Wizkid,1,0.1,2021-07-16,2021-07-16,1315,False
Or,Workout Trance & Running Trance,1,0.5,2020-07-05,2020-07-05,1316,False
Or,"Xavier de Maistre, Mozarteumorchester Salzburg, Ivor Bolton & Magali Mosnier",1,8.0,2023-03-20,2023-03-20,1317,False
Or,YG,1,5.0,2019-11-11,2019-11-11,1318,False
Or,Yaara Levi,1,0.0,2022-10-15,2022-10-15,1319,False
Or,Years Around the Sun,1,0.3,2019-12-09,2019-12-09,1320,False
Or,Yo-Yo Ma & Kathryn Stott,1,2.5,2020-07-01,2020-07-01,1321,False
Or,Young Romantic,1,0.2,2020-06-28,2020-06-28,1322,False
Or,"Young Stoner Life, Young Thug & Gunna",1,1.1,2021-06-04,2021-06-04,1323,False
Or,Young T & Bugsey,1,0.9,2020-08-08,2020-08-08,1324,False
Or,YoungBoy Never Broke Again & Birdman,1,3.1,2022-01-02,2022-01-02,1325,False
Or,ZHU,1,1.3,2018-11-02,2018-11-02,1326,False
Or,"phil Blech Wien, Olivier Latry & Anton Mittermayr",1,0.0,2022-05-25,2022-05-25,1327,False
Or,אביב גפן,1,0.5,2025-02-02,2025-02-02,1328,False
Or,אבנר גדסי,1,3.1,2020-11-07,2020-11-07,1329,False
Or,אברהם טל & Infected Mushroom,1,1.0,2019-06-26,2019-06-26,1330,False
Or,אהוד בנאי,1,2.8,2019-02-13,2019-02-13,1331,False
Or,אודיה & החללית,1,0.0,2022-04-25,2022-04-25,1332,False
Or,אופק המלאך,1,0.0,2019-10-01,2019-10-01,1333,False
Or,אוריאל שאלתיאל & כוכב נולד,1,0.1,2023-05-24,2023-05-24,1334,False
Or,אושר ביטון,1,1.4,2019-01-23,2019-01-23,1335,False
Or,אושר כהן & אודיה,1,0.5,2023-09-28,2023-09-28,1336,False
Or,איגי וקסמן,1,0.6,2023-07-27,2023-07-27,1337,False
Or,"איה זהבי פייגלין, אלון עדר & שי צברי",1,0.1,2023-04-18,2023-04-18,1338,False
Or,אייל גולן & נסרין קדרי,1,0.0,2020-08-08,2020-08-08,1339,False
Or,"איתי לוי, The Ultras & אילון מתנה",1,1.5,2023-02-05,2023-02-05,1340,False
Or,"איתי לוי, מה קשור & נועה קירל",1,0.1,2023-09-23,2023-09-23,1341,False
Or,אלדד ציטרין,1,2.6,2019-09-03,2019-09-03,1342,False
Or,"אלון עדר, בניה ברבי & ריטה",1,3.0,2023-04-18,2023-04-18,1343,False
Or,אליעד & E-Z,1,0.0,2021-04-16,2021-04-16,1344,False
Or,אנה זק & שחר סאול,1,0.3,2023-05-21,2023-05-21,1345,False
Or,ארז לב ארי,1,1.8,2019-01-22,2019-01-22,1346,False
Or,אריאל זילבר,1,3.3,2024-11-27,2024-11-27,1347,False
Or,אתי אנקרי,1,0.2,2019-01-17,2019-01-17,1348,False
Or,באלישג,1,2.9,2024-01-23,2024-01-23,1349,False
Or,"בניה ברבי, Sivan Talmor & ריטה",1,3.4,2023-04-18,2023-04-18,1350,False
Or,בר צברי,1,0.0,2022-10-15,2022-10-15,1351,False
Or,גיא ויהל,1,3.6,2023-05-21,2023-05-21,1352,False
Or,גיא ויהל & Idan Raichel,1,3.2,2018-11-25,2018-11-25,1353,False
Or,גלי עטרי,1,0.6,2023-03-24,2023-03-24,1354,False
Or,גלי עטרי & סגיב כהן,1,0.0,2023-03-27,2023-03-27,1355,False
Or,"דולי ופן, נועה קירל & פלד",1,0.0,2023-09-23,2023-09-23,1356,False
Or,"דולי ופן, עמיר בניון & איתי לוי",1,0.2,2020-09-23,2020-09-23,1357,False
Or,"דולי ופן, שירי מימון & דודו אהרון",1,0.2,2022-10-14,2022-10-14,1358,False
Or,"דנה אינטרנשיונל, שחר חסון & BEMET",1,0.7,2020-11-07,2020-11-07,1359,False
Or,דניאל סאן קריאף & תומר יוסף,1,0.1,2022-10-17,2022-10-17,1360,False
Or,הגר יפת,1,0.0,2022-04-25,2022-04-25,1361,False
Or,הדג נחש,1,0.1,2021-04-16,2021-04-16,1362,False
Or,הדורבנים,1,0.0,2023-03-27,2023-03-27,1363,False
Or,הדס קליינמן & אביב בכר,1,3.3,2024-05-11,2024-05-11,1364,False
Or,הכוכב הבא & אביגל ריף,1,0.1,2019-01-16,2019-01-16,1365,False
Or,הכוכב הבא & מתמודדי הכוכב הבא 2019,1,0.3,2019-02-17,2019-02-17,1366,False
Or,הלם תרבות,1,0.1,2023-09-28,2023-09-28,1367,False
Or,התקווה 6 & עדן דרסו,1,4.0,2020-11-07,2020-11-07,1368,False
Or,זהבה בן,1,0.2,2021-02-18,2021-02-18,1369,False
Or,חוה אלברשטיין,1,3.5,2023-05-19,2023-05-19,1370,False
Or,חמסה,1,1.2,2023-03-27,2023-03-27,1371,False
Or,טדי נגוסה,1,1.0,2024-02-20,2024-02-20,1372,False
Or,יגל אושרי,1,0.0,2023-12-19,2023-12-19,1373,False
Or,יהודית רביץ,1,2.8,2022-10-07,2022-10-07,1374,False
Or,יושי,1,0.1,2023-04-20,2023-04-20,1375,False
Or,ישי ריבו & Amir,1,0.8,2019-09-03,2019-09-03,1376,False
Or,ישי ריבו & עקיבא,1,3.7,2020-06-27,2020-06-27,1377,False
Or,ישי ריבו & שולי רנד,1,2.8,2020-09-10,2020-09-10,1378,False
Or,ישי ריבו & שלמה ארצי,1,1.2,2020-09-10,2020-09-10,1379,False
Or,כהן@מושון,1,3.0,2022-07-11,2022-07-11,1380,False
Or,כוכב אניס,1,0.5,2018-11-04,2018-11-04,1381,False
Or,כפיר צפריר,1,1.0,2023-12-19,2023-12-19,1382,False
Or,ליאור נרקיס & מור,1,0.4,2020-08-08,2020-08-08,1383,False
Or,ליעד מאיר,1,0.7,2024-01-23,2024-01-23,1384,False
Or,לירון מנטון,1,0.0,2023-04-20,2023-04-20,1385,False
Or,מאיה בוסקילה,1,0.0,2023-03-27,2023-03-27,1386,False
Or,מאיר אריאל,1,4.9,2023-07-27,2023-07-27,1387,False
Or,מוניקה סקס,1,3.8,2024-02-01,2024-02-01,1388,False
Or,מור & אבי אבורומי,1,3.2,2022-10-31,2022-10-31,1389,False
Or,מיה סולימן,1,0.8,2021-02-18,2021-02-18,1390,False
Or,מייקל לואיס,1,0.0,2022-02-25,2022-02-25,1391,False
Or,מיכל הקטנה,1,0.8,2024-01-30,2024-01-30,1392,False
Or,מיקה קרני & עידן רפאל חביב,1,2.0,2019-03-07,2019-03-07,1393,False
Or,משה פרץ & חנן בן ארי,1,1.2,2021-02-11,2021-02-11,1394,False
Or,נאדה,1,2.9,2020-03-19,2020-03-19,1395,False
Or,נוגה,1,0.1,2025-02-02,2025-02-02,1396,False
Or,נוי גבאי,1,2.6,2021-06-09,2021-06-09,1397,False
Or,נועה קירל & אביאור מלסה,1,0.0,2023-09-23,2023-09-23,1398,False
Or,נועה קירל & אגם בוחבוט,1,0.0,2023-09-23,2023-09-23,1399,False
Or,"נועה קירל, צביקה פיק & צאן ברזל מוזיקה",1,2.7,2022-10-15,2022-10-15,1400,False
Or,נופיה ידידיה & הכוכב הבא,1,0.4,2022-10-17,2022-10-17,1401,False
Or,נורוז,1,0.0,2024-05-07,2024-05-07,1402,False
Or,נורוז & בוי אצ׳י,1,0.0,2024-05-07,2024-05-07,1403,False
Or,נס & סטילה,1,0.0,2023-12-19,2023-12-19,1404,False
Or,נסרין קדרי & הראל סקעת,1,0.9,2019-09-27,2019-09-27,1405,False
Or,ספיר סבן,1,0.0,2020-08-08,2020-08-08,1406,False
Or,עברי לידר & Tomer Maizner,1,0.8,2019-11-22,2019-11-22,1407,False
Or,עברי לידר & סתיו בגר,1,2.4,2023-04-18,2023-04-18,1408,False
Or,עדן בן זקן & Triangle,1,3.1,2022-10-16,2022-10-16,1409,False
Or,עדן חסון & אלה לי,1,0.5,2021-07-16,2021-07-16,1410,False
Or,"עודד פז והקסדות, Alona Tal & דנה פרידר",1,1.0,2022-07-11,2022-07-11,1411,False
Or,עומר אדם & Jasmin Moallem,1,0.0,2023-12-19,2023-12-19,1412,False
Or,עומר אדם & דולי ופן,1,0.3,2021-02-18,2021-02-18,1413,False
Or,"עומר אדם, ליאור נרקיס & משה פרץ",1,0.3,2020-03-24,2020-03-24,1414,False
Or,עידן יניב & ליאור דטאוקר,1,0.0,2023-03-27,2023-03-27,1415,False
Or,עלמה גוב,1,2.0,2024-06-28,2024-06-28,1416,False
Or,ענת מלמוד,1,0.0,2023-04-20,2023-04-20,1417,False
Or,ערוץ הכיבוד & ארץ נהדרת,1,0.1,2023-04-20,2023-04-20,1418,False
Or,פלג ואלון,1,0.0,2023-07-17,2023-07-17,1419,False
Or,צאן ברזל מוזיקה,1,0.7,2026-04-10,2026-04-10,1420,False
Or,קטריקס ודורון ביטון,1,0.1,2023-04-20,2023-04-20,1421,False
Or,קרולינה & שי צברי,1,0.1,2020-11-07,2020-11-07,1422,False
Or,קריזמו,1,0.0,2023-07-17,2023-07-17,1423,False
Or,רד בנד & Efrat Gosh,1,0.1,2018-11-04,2018-11-04,1424,False
Or,רד בנד & גורי אלפי,1,0.3,2018-11-04,2018-11-04,1425,False
Or,רד בנד & דנה אינטרנשיונל,1,0.4,2018-11-06,2018-11-06,1426,False
Or,רד בנד & יהודה פוליקר,1,0.5,2018-11-04,2018-11-04,1427,False
Or,רונה קינן,1,4.8,2022-10-07,2022-10-07,1428,False
Or,"רוני דואני, נועה קירל & משתתפי הפסטיגל",1,0.0,2023-09-23,2023-09-23,1429,False
Or,רמי קלינשטיין,1,0.4,2024-02-01,2024-02-01,1430,False
Or,רעות פז,1,0.7,2022-01-23,2022-01-23,1431,False
Or,שאזאמאט,1,3.6,2023-09-28,2023-09-28,1432,False
Or,שחר טבוך,1,0.0,2023-03-27,2023-03-27,1433,False
Or,שילה בן סעדון,1,0.1,2021-02-18,2021-02-18,1434,True
Or,שרון רוטר,1,0.1,2024-01-17,2024-01-17,1435,False
Or,תומר יוסף,1,2.8,2025-02-02,2025-02-02,1436,False
Roman,Sleep Token,12944,53285.8,2021-09-27,2026-05-10,1,False
Roman,Disturbed,5852,17221.2,2020-11-27,2026-05-08,2,False
Roman,Linkin Park,4221,9039.2,2019-09-12,2026-04-27,3,False
Roman,Three Days Grace,2604,5021.3,2020-11-15,2026-04-27,4,False
Roman,Spiritbox,2095,6811.7,2021-08-06,2026-05-07,5,False
Roman,First to Eleven,1148,1746.2,2020-05-21,2022-02-27,6,False
Roman,Future Palace,1133,3323.6,2021-11-28,2026-05-02,7,False
Roman,BABYMETAL,1055,3233.0,2023-06-07,2026-01-13,8,False
Roman,Flyleaf,946,1953.9,2020-12-15,2023-12-22,9,False
Roman,Hollywood Undead,902,1107.0,2021-04-01,2026-01-27,10,False
Roman,ERRA,792,2829.6,2022-02-25,2026-05-06,11,False
Roman,Breaking Benjamin,774,1733.2,2020-11-15,2026-02-18,12,False
Roman,Halestorm,699,1040.2,2021-04-08,2026-01-18,13,False
Roman,BABYMONSTER,639,1800.6,2025-12-29,2026-05-08,14,False
Roman,Unprocessed,608,2049.3,2023-08-23,2026-02-23,15,False
Roman,Icon For Hire,574,1250.8,2021-05-18,2023-01-22,16,False
Roman,Bring Me The Horizon,506,896.9,2021-04-01,2026-05-01,17,False
Roman,Rammstein,503,1367.4,2021-07-11,2026-04-23,18,False
Roman,Electric Callboy,499,1251.1,2021-09-09,2026-01-30,19,False
Roman,Northlane,429,1494.2,2021-11-17,2026-05-08,20,False
Roman,breakk.away,412,1303.2,2023-09-06,2025-09-10,21,False
Roman,A Day To Remember,405,342.8,2021-08-06,2024-12-17,22,False
Roman,DIAMANTE,393,825.8,2020-07-09,2022-10-26,23,False
Roman,Motionless In White,375,875.6,2021-09-09,2026-05-01,24,False
Roman,Polaris,369,1086.9,2022-12-02,2026-05-01,25,False
Roman,Paramore,313,788.4,2019-09-11,2024-04-21,26,True
Roman,Showing Teeth,313,849.6,2025-12-09,2026-04-28,27,False
Roman,Ado,306,892.6,2021-12-13,2026-04-10,28,False
Roman,Ad Infinitum,304,1141.4,2021-11-27,2025-01-28,29,False
Roman,I Prevail,299,541.1,2021-05-15,2026-01-08,30,False
Roman,Syrex,297,610.4,2021-01-05,2021-07-06,31,False
Roman,Meshuggah,295,1227.8,2022-02-02,2025-05-19,32,False
Roman,Kublai Khan TX,294,429.1,2023-01-17,2026-04-22,33,False
Roman,Of Mice & Men,290,745.7,2021-05-27,2026-05-06,34,False
Roman,Beartooth,283,686.5,2021-06-10,2024-12-11,35,False
Roman,thrown,281,486.6,2023-01-15,2026-05-06,36,False
Roman,Knocked Loose,279,617.7,2023-05-25,2026-03-31,37,False
Roman,New Years Day,278,665.5,2021-10-13,2023-08-28,38,False
Roman,Limp Bizkit,277,377.2,2021-09-16,2026-03-24,39,False
Roman,STARSET,277,754.6,2021-02-18,2024-12-02,40,False
Roman,Humanity's Last Breath,271,927.6,2023-07-31,2026-02-23,41,False
Roman,Thousand Foot Krutch,269,538.3,2020-11-26,2023-12-18,42,False
Roman,Ankor,266,982.5,2020-08-09,2026-05-03,43,False
Roman,Ice Nine Kills,263,656.5,2021-09-11,2025-12-15,44,False
Roman,My Chemical Romance,250,562.1,2021-04-29,2024-05-16,45,False
Roman,Samurai Pizza Cats,248,728.2,2023-11-08,2026-05-10,46,False
Roman,Papa Roach,247,349.5,2020-11-27,2024-08-27,47,False
Roman,Gojira,245,985.3,2021-08-10,2025-09-17,48,False
Roman,Currents,240,706.0,2022-12-06,2026-05-01,49,False
Roman,Ava Max,238,446.2,2019-09-12,2022-07-20,50,True
Roman,Seether,238,455.1,2021-02-05,2023-06-04,51,False
Roman,Fame on Fire,237,726.3,2020-09-01,2026-05-08,52,False
Roman,Distant,233,665.5,2023-04-27,2025-08-25,53,False
Roman,Rain Paris,230,576.4,2022-04-21,2026-05-05,54,False
Roman,UPIKO,228,1147.2,2024-05-25,2025-03-06,55,False
Roman,Ghost,217,374.6,2021-10-17,2025-08-11,56,False
Roman,Poppy,216,420.2,2021-09-26,2026-02-23,57,False
Roman,Atreyu,214,434.4,2021-06-07,2025-09-25,58,False
Roman,Green Day,208,374.3,2019-09-12,2023-05-01,59,False
Roman,Wage War,207,347.7,2021-12-22,2026-04-28,60,False
Roman,The Plot In You,200,510.6,2022-03-02,2026-05-10,61,False
Roman,Mike Shinoda,199,452.8,2022-06-08,2023-06-22,62,False
Roman,As Everything Unfolds,191,582.7,2021-11-28,2026-04-28,63,False
Roman,Slipknot,189,295.6,2021-06-11,2025-12-11,64,False
Roman,Elwood Stray,187,537.8,2023-06-12,2026-02-23,65,False
Roman,Bury Tomorrow,182,537.9,2021-11-26,2025-12-21,66,False
Roman,Darko US,182,507.2,2023-04-30,2025-12-15,67,False
Roman,All Time Low,178,259.2,2021-08-05,2024-08-27,68,False
Roman,Silent Planet,178,468.3,2021-10-12,2026-03-31,69,False
Roman,Avril Lavigne,177,278.3,2019-09-12,2026-04-15,70,True
Roman,Trapt,175,305.9,2021-05-02,2022-06-08,71,False
Roman,Dead By Sunrise,173,379.6,2022-01-01,2023-05-28,72,False
Roman,Maggie Lindemann,170,267.4,2019-09-11,2022-06-18,73,False
Roman,Bad Omens,158,295.5,2021-09-26,2026-02-23,74,False
Roman,Jinjer,158,572.2,2021-08-10,2025-12-10,75,False
Roman,We Came As Romans,158,297.8,2021-07-25,2025-12-14,76,False
